Data,Cidade, Condicao_do_Tempo_Prevista,Temperatura_Tendencia,Temperatura_Minima(ºC),Temperatura_Maxima(ºC),Vento_Velocidade_Minima(Km/h),Vento_Velocidade_Maxima(Km/h),Vento_Direcao,Vento_Intensidade
26/09/2019,Agua Boa - MT,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,22,36,35,80,SW - E,Fracos/Moderados
27/09/2019,Agua Boa - MT,Parcialmente nublado a claro com possibilidade de chuva,Estavel,22,35,35,90,N - NW,Fracos
28/09/2019,Agua Boa - MT,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,22,35,35,90,S - NW,Fracos/Moderados
29/09/2019,Agua Boa - MT,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,22,34,35,90,E - NW,Calmos/Fracos
30/09/2019,Agua Boa - MT,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,34,30,90,E - NE,Calmos/Fracos
01/09/2019,Alcantara - MA,Claro a nublado com pancadas de chuva isoladas a tarde,Estavel,24,31,55,95,SE - E,Fracos/Moderados
02/09/2019,Alcantara - MA,Claro a parcialmente nublado,Estavel,24,33,55,95,SE - E,Fracos/Moderados
03/09/2019,Alcantara - MA,Claro a parcialmente nublado,Estavel,23,33,50,95,SE - E,Fracos/Moderados
04/09/2019,Alcantara - MA,Claro a parcialmente nublado,Estavel,24,33,50,95,SE - E,Fracos/Moderados
05/09/2019,Alcantara - MA,Claro a parcialmente nublado,Estavel,24,31,60,95,SE - E,Fracos/Moderados
06/09/2019,Alcantara - MA,Claro a nublado,Estavel,24,32,55,90,SE - E,Fracos/Moderados
07/09/2019,Alcantara - MA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde,Estavel,23,31,60,95,SE - E,Fracos/Moderados
08/09/2019,Alcantara - MA,Claro a nublado com pancadas de chuva isoladas a tarde,Estavel,24,31,60,95,SE - E,Fracos/Moderados
09/09/2019,Alcantara - MA,Claro a parcialmente nublado,Estavel,24,32,60,95,SE - E,Fracos/Moderados
10/09/2019,Alcantara - MA,Claro a parcialmente nublado,Estavel,24,33,50,95,E - NE,Moderados
11/09/2019,Alcantara - MA,Claro a parcialmente nublado,Estavel,24,33,55,100,E - NE,Moderados
12/09/2019,Alcantara - MA,Claro a parcialmente nublado,Estavel,23,33,55,100,E - NE,Moderados
13/09/2019,Alcantara - MA,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,32,60,100,NE,Moderados
14/09/2019,Alcantara - MA,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,32,60,100,NE,Moderados
15/09/2019,Alcantara - MA,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,23,32,60,100,NE,Moderados
17/09/2019,Alcantara - MA,Claro a parcialmente nublado,Estavel,25,31,60,90,SE - E,Fracos/Moderados
18/09/2019,Alcantara - MA,Claro a nublado,Estavel,25,32,55,100,NE,Moderados
19/09/2019,Alcantara - MA,Claro a parcialmente nublado,Estavel,25,33,55,100,NE,Moderados
20/09/2019,Alcantara - MA,Claro a parcialmente nublado,Estavel,25,33,55,100,NE,Moderados
21/09/2019,Alcantara - MA,Claro a parcialmente nublado,Estavel,25,33,55,100,NE,Moderados
22/09/2019,Alcantara - MA,Claro a parcialmente nublado,Estavel,24,33,55,100,NE,Moderados
23/09/2019,Alcantara - MA,Claro a parcialmente nublado,Estavel,24,33,55,100,NE,Moderados
24/09/2019,Alcantara - MA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,25,30,60,100,NE,Moderados
25/09/2019,Alcantara - MA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,25,31,60,100,NE,Moderados
26/09/2019,Alcantara - MA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,25,32,55,100,NE,Moderados
27/09/2019,Alcantara - MA,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,25,32,55,100,NE,Moderados
28/09/2019,Alcantara - MA,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,25,31,55,100,NE,Moderados
29/09/2019,Alcantara - MA,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,31,55,100,NE,Moderados
30/09/2019,Alcantara - MA,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,32,55,100,NE,Moderados
01/09/2019,Alenquer - PA,Poucas nuvens a nublado com chuva em areas isoladas a noite,Estavel,24,34,50,95,E - NE,Fracos/Moderados
02/09/2019,Alenquer - PA,Poucas nuvens a nublado com chuva em areas isoladas a noite,Estavel,24,34,50,95,E - NE,Fracos/Moderados
03/09/2019,Alenquer - PA,Poucas nuvens a nublado com chuva em areas isoladas a noite,Estavel,23,33,50,95,E - NE,Fracos/Moderados
04/09/2019,Alenquer - PA,Poucas nuvens a nublado com chuva em areas isoladas a noite,Estavel,23,34,50,95,E - NE,Fracos/Moderados
05/09/2019,Alenquer - PA,Claro a nublado,Estavel,23,33,50,95,E - NE,Fracos/Moderados
06/09/2019,Alenquer - PA,Claro a nublado,Estavel,24,34,50,95,E - NE,Fracos/Moderados
07/09/2019,Alenquer - PA,Claro a parcialmente nublado,Estavel,25,33,50,95,E - NE,Fracos/Moderados
08/09/2019,Alenquer - PA,Poucas nuvens a nublado com chuva a noite,Estavel,24,33,50,95,E - NE,Fracos/Moderados
09/09/2019,Alenquer - PA,Parcialmente nublado a nublado com chuva em areas isoladas a noite,Estavel,24,33,50,95,E - NE,Fracos/Moderados
10/09/2019,Alenquer - PA,Claro a nublado,Estavel,25,34,50,95,E - NE,Fracos/Moderados
11/09/2019,Alenquer - PA,Poucas nuvens a nublado,Estavel,24,34,50,95,E - NE,Fracos/Moderados
12/09/2019,Alenquer - PA,Claro a parcialmente nublado,Estavel,24,34,45,95,E - NE,Fracos/Moderados
13/09/2019,Alenquer - PA,Claro a parcialmente nublado,Estavel,24,34,45,95,E - NE,Fracos/Moderados
14/09/2019,Alenquer - PA,Claro a nublado com chuva em areas isoladas a noite,Estavel,26,35,45,95,E - NE,Fracos/Moderados
15/09/2019,Alenquer - PA,Poucas nuvens a nublado com chuva em areas isoladas a noite,Estavel,25,34,45,95,E - NE,Fracos/Moderados
16/09/2019,Alenquer - PA,Claro a parcialmente nublado,Estavel,25,34,45,95,E - NE,Fracos/Moderados
17/09/2019,Alenquer - PA,Claro a nublado com chuva em areas isoladas a noite,Estavel,25,34,50,95,E - NE,Fracos/Moderados
18/09/2019,Alenquer - PA,Claro a nublado com chuva em areas isoladas a noite,Estavel,25,35,50,95,E - NE,Fracos/Moderados
19/09/2019,Alenquer - PA,Claro a parcialmente nublado,Estavel,25,34,45,95,E - NE,Fracos/Moderados
20/09/2019,Alenquer - PA,Claro a parcialmente nublado,Estavel,25,34,50,95,E - NE,Fracos/Moderados
21/09/2019,Alenquer - PA,Claro a nublado,Estavel,24,35,50,95,E - NE,Fracos/Moderados
22/09/2019,Alenquer - PA,Claro a parcialmente nublado,Estavel,24,34,50,95,E - NE,Fracos/Moderados
23/09/2019,Alenquer - PA,Claro a parcialmente nublado,Estavel,25,34,45,95,E - NE,Fracos/Moderados
24/09/2019,Alenquer - PA,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,24,34,45,95,N - NE,Fracos
25/09/2019,Alenquer - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,23,34,50,95,NE,Fracos
26/09/2019,Alenquer - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,23,33,55,100,NE,Fracos
27/09/2019,Alenquer - PA,Nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,24,32,60,100,NE - E,Fracos
28/09/2019,Alenquer - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,25,34,50,100,NE - E,Fracos
29/09/2019,Alenquer - PA,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,34,45,95,NE,Fracos/Moderados
30/09/2019,Alenquer - PA,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,35,45,95,NE - E,Fracos/Moderados
01/09/2019,Almeirim - PA,Claro a nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,24,33,50,95,SE - E,Fracos/Moderados
02/09/2019,Almeirim - PA,Claro a nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,24,33,50,95,SE - NE,Fracos/Moderados
03/09/2019,Almeirim - PA,Poucas nuvens a nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,24,33,50,95,SE - NE,Fracos/Moderados
04/09/2019,Almeirim - PA,Poucas nuvens a nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,24,34,50,95,SE - NE,Fracos/Moderados
05/09/2019,Almeirim - PA,Claro a nublado,Estavel,24,34,50,95,SE - E,Fracos/Moderados
06/09/2019,Almeirim - PA,Claro a nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,24,34,50,95,SE - NE,Fracos/Moderados
07/09/2019,Almeirim - PA,Poucas nuvens a nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,24,33,55,95,E - NE,Calmos/Fracos
08/09/2019,Almeirim - PA,Poucas nuvens a nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,23,33,50,95,E - NE,Fracos/Moderados
09/09/2019,Almeirim - PA,Claro a nublado com pancadas de chuva isoladas a tarde e a noite,Estavel,24,33,50,95,E - NE,Fracos/Moderados
10/09/2019,Almeirim - PA,Claro a nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,34,50,95,E - NE,Fracos
11/09/2019,Almeirim - PA,Claro a nublado,Estavel,23,34,50,95,E,Fracos
12/09/2019,Almeirim - PA,Claro a parcialmente nublado,Estavel,24,35,45,95,E - NE,Calmos/Fracos
13/09/2019,Almeirim - PA,Claro a nublado com pancadas de chuva isoladas a tarde e a noite,Estavel,24,34,50,95,E - NE,Calmos/Fracos
14/09/2019,Almeirim - PA,Claro a nublado com chuva em areas isoladas a noite,Estavel,24,34,50,95,E - NE,Calmos/Fracos
15/09/2019,Almeirim - PA,Poucas nuvens a nublado com chuva em areas isoladas a noite,Estavel,25,34,50,95,E - NE,Fracos/Moderados
16/09/2019,Almeirim - PA,Claro a parcialmente nublado,Estavel,24,34,50,95,E - NE,Fracos/Moderados
17/09/2019,Almeirim - PA,Claro a nublado com pancadas de chuva isoladas a tarde e a noite,Estavel,24,34,50,95,E - NE,Fracos/Moderados
18/09/2019,Almeirim - PA,Claro a parcialmente nublado,Estavel,24,33,45,95,E - NE,Fracos/Moderados
19/09/2019,Almeirim - PA,Claro a parcialmente nublado,Estavel,24,34,45,95,E - NE,Fracos/Moderados
20/09/2019,Almeirim - PA,Claro a nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,24,34,50,95,E - NE,Fracos/Moderados
21/09/2019,Almeirim - PA,Claro a nublado,Estavel,24,35,50,95,E - NE,Fracos/Moderados
22/09/2019,Almeirim - PA,Claro a parcialmente nublado,Estavel,24,34,45,95,E - NE,Fracos/Moderados
23/09/2019,Almeirim - PA,Claro a parcialmente nublado,Estavel,23,34,45,95,E - NE,Fracos/Moderados
24/09/2019,Almeirim - PA,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,24,34,45,95,N - NE,Fracos
25/09/2019,Almeirim - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,23,34,50,95,NE,Fracos
26/09/2019,Almeirim - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,23,33,55,100,NE,Fracos
27/09/2019,Almeirim - PA,Nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,24,32,60,100,NE - E,Fracos
28/09/2019,Almeirim - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,25,34,50,100,NE - E,Fracos
29/09/2019,Almeirim - PA,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,34,45,95,NE,Fracos/Moderados
30/09/2019,Almeirim - PA,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,35,45,95,NE - E,Fracos/Moderados
01/09/2019,Alta Floresta - MT,Claro a parcialmente nublado,Estavel,19,39,25,85,SE - NE,Calmos/Fracos
02/09/2019,Alta Floresta - MT,Claro a parcialmente nublado,Estavel,20,38,25,90,S - NE,Calmos/Fracos
03/09/2019,Alta Floresta - MT,Claro a parcialmente nublado,Estavel,19,38,25,95,SW - NE,Calmos/Fracos
04/09/2019,Alta Floresta - MT,Claro a parcialmente nublado,Estavel,21,38,30,80,NE - SE,Calmos/Fracos
05/09/2019,Alta Floresta - MT,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,21,38,30,95,SW - NE,Calmos/Fracos
06/09/2019,Alta Floresta - MT,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,21,37,20,90,SW - W,Calmos/Fracos
07/09/2019,Alta Floresta - MT,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,37,30,95,SE - E,Calmos/Fracos
08/09/2019,Alta Floresta - MT,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,21,38,30,95,E - NE,Calmos/Fracos
09/09/2019,Alta Floresta - MT,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,20,38,30,90,SE - E,Calmos/Fracos
10/09/2019,Alta Floresta - MT,Claro a parcialmente nublado,Estavel,18,38,15,90,N - NE,Fracos
11/09/2019,Alta Floresta - MT,Claro a parcialmente nublado,Estavel,20,38,20,90,E - SE,Fracos
12/09/2019,Alta Floresta - MT,Claro a parcialmente nublado,Estavel,19,38,20,95,E - NE,Fracos
13/09/2019,Alta Floresta - MT,Claro a parcialmente nublado,Estavel,20,39,25,90,NE - E,Fracos
14/09/2019,Alta Floresta - MT,Claro a parcialmente nublado,Estavel,21,39,30,90,NW - N,Fracos/Moderados
15/09/2019,Alta Floresta - MT,Claro a parcialmente nublado,Estavel,21,39,25,85,N - NE,Fracos
16/09/2019,Alta Floresta - MT,Claro a parcialmente nublado,Estavel,22,38,30,90,E - NE,Fracos/Moderados
17/09/2019,Alta Floresta - MT,Claro a parcialmente nublado,Estavel,23,37,30,90,SE - E,Calmos/Fracos
18/09/2019,Alta Floresta - MT,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,21,36,45,95,NE - N,Fracos
19/09/2019,Alta Floresta - MT,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,21,38,40,95,N - NW,Fracos
20/09/2019,Alta Floresta - MT,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,21,37,35,95,NW - N,Fracos
21/09/2019,Alta Floresta - MT,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,37,35,95,SW - NW,Fracos/Moderados
22/09/2019,Alta Floresta - MT,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,24,36,35,90,SW - SE,Calmos/Fracos
23/09/2019,Alta Floresta - MT,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,23,36,30,90,SE - N,Calmos/Fracos
24/09/2019,Alta Floresta - MT,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,22,35,40,95,E - NE,Calmos/Fracos
25/09/2019,Alta Floresta - MT,Parcialmente nublado a nublado com chuva,Estavel,22,34,50,95,N - NW,Fracos/Moderados
26/09/2019,Alta Floresta - MT,Nublado com pancadas de chuva e trovoadas,Estavel,22,33,50,95,SW - NE,Fracos
27/09/2019,Alta Floresta - MT,Nublado com pancadas de chuva e trovoadas,Estavel,22,33,45,95,E - NE,Calmos/Fracos
28/09/2019,Alta Floresta - MT,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,32,40,95,SW - NW,Calmos/Fracos
29/09/2019,Alta Floresta - MT,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,22,33,40,95,E - W,Calmos/Fracos
30/09/2019,Alta Floresta - MT,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,22,32,45,95,SW - NW,Calmos/Fracos
01/09/2019,Alta Floresta D'Oeste - RO,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,22,37,25,85,W - SW,Calmos/Fracos
02/09/2019,Alta Floresta D'Oeste - RO,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,21,36,25,90,W - NW,Fracos
03/09/2019,Alta Floresta D'Oeste - RO,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,37,25,85,NW - SW,Fracos/Moderados
04/09/2019,Alta Floresta D'Oeste - RO,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,38,25,80,W - SW,Fracos/Moderados
05/09/2019,Alta Floresta D'Oeste - RO,Claro a parcialmente nublado,Estavel,22,38,25,85,W - SE,Fracos/Moderados
06/09/2019,Alta Floresta D'Oeste - RO,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,36,35,85,W - NW,Fracos
07/09/2019,Alta Floresta D'Oeste - RO,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,36,35,85,NW - NE,Fracos
08/09/2019,Alta Floresta D'Oeste - RO,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,37,30,85,NW - N,Calmos/Fracos
09/09/2019,Alta Floresta D'Oeste - RO,Claro a parcialmente nublado,Estavel,23,38,25,80,N - NW,Fracos/Moderados
10/09/2019,Alta Floresta D'Oeste - RO,Claro a parcialmente nublado,Estavel,23,38,20,75,NE - NW,Fracos/Moderados
11/09/2019,Alta Floresta D'Oeste - RO,Claro a parcialmente nublado,Estavel,23,38,15,85,NW - W,Calmos/Fracos
12/09/2019,Alta Floresta D'Oeste - RO,Claro a parcialmente nublado,Estavel,23,39,25,85,SW - SE,Fracos/Moderados
13/09/2019,Alta Floresta D'Oeste - RO,Claro a parcialmente nublado,Estavel,23,38,20,85,S - SE,Fracos/Moderados
14/09/2019,Alta Floresta D'Oeste - RO,Claro a parcialmente nublado,Estavel,23,39,25,85,NW,Calmos/Fracos
15/09/2019,Alta Floresta D'Oeste - RO,Claro a parcialmente nublado,Estavel,25,41,25,80,NW,Calmos/Fracos
16/09/2019,Alta Floresta D'Oeste - RO,Claro a parcialmente nublado,Estavel,25,40,25,80,NW,Calmos/Fracos
17/09/2019,Alta Floresta D'Oeste - RO,Claro a parcialmente nublado,Estavel,25,39,25,80,W - NW,Fracos/Moderados
18/09/2019,Alta Floresta D'Oeste - RO,Claro a parcialmente nublado,Estavel,25,39,25,75,NW - N,Fracos/Moderados
19/09/2019,Alta Floresta D'Oeste - RO,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,39,30,80,NW - N,Fracos/Moderados
20/09/2019,Alta Floresta D'Oeste - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,38,30,85,NW - W,Fracos
21/09/2019,Alta Floresta D'Oeste - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,36,40,95,W - SW,Fracos/Moderados
22/09/2019,Alta Floresta D'Oeste - RO,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,24,37,35,95,SE - SW,Fracos/Moderados
23/09/2019,Alta Floresta D'Oeste - RO,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,38,30,90,E - NE,Fracos
24/09/2019,Alta Floresta D'Oeste - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,21,30,40,90,N - E,Calmos/Fracos
25/09/2019,Alta Floresta D'Oeste - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,22,33,35,85,W - E,Calmos/Fracos
26/09/2019,Alta Floresta D'Oeste - RO,Nublado com pancadas de chuva e trovoadas,Estavel,23,32,35,85,SW - SE,Calmos/Fracos
27/09/2019,Alta Floresta D'Oeste - RO,Nublado com pancadas de chuva e trovoadas,Estavel,22,33,40,90,S - SE,Calmos/Fracos
28/09/2019,Alta Floresta D'Oeste - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,33,35,95,N - NW,Calmos/Fracos
29/09/2019,Alta Floresta D'Oeste - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,34,30,90,NW,Calmos/Fracos
30/09/2019,Alta Floresta D'Oeste - RO,Nublado com pancadas de chuva e trovoadas,Estavel,22,33,30,90,N - NW,Calmos/Fracos
01/09/2019,Altamira - PA,Poucas nuvens a nublado com chuva em areas isoladas a noite,Estavel,22,35,40,95,SE - NE,Fracos/Moderados
02/09/2019,Altamira - PA,Claro a nublado,Estavel,22,35,45,95,SE - NE,Fracos/Moderados
03/09/2019,Altamira - PA,Claro a nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,22,35,45,95,SE - NE,Fracos/Moderados
04/09/2019,Altamira - PA,Claro a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,22,34,45,95,SE - NE,Fracos/Moderados
05/09/2019,Altamira - PA,Poucas nuvens a nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,22,35,40,95,SE - NE,Fracos/Moderados
06/09/2019,Altamira - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,22,35,45,95,SE - E,Fracos/Moderados
07/09/2019,Altamira - PA,Claro a nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,22,34,50,95,E - NE,Fracos/Moderados
08/09/2019,Altamira - PA,Claro a nublado,Estavel,22,34,45,95,E - NE,Fracos/Moderados
09/09/2019,Altamira - PA,Claro a nublado,Estavel,22,34,45,95,E - NE,Fracos/Moderados
10/09/2019,Altamira - PA,Claro a nublado,Estavel,22,34,45,95,E - NE,Fracos/Moderados
